0.000000000000000000e+00,5.194108036973803522e+00
1.020408163265306145e-01,5.425754769522121101e+00
2.040816326530612290e-01,5.218941915423768840e+00
3.061224489795918435e-01,5.765063568501616054e+00
4.081632653061224580e-01,6.435968655303469177e+00
5.102040816326530726e-01,7.570027768524096423e+00
6.122448979591836871e-01,7.516713604002992710e+00
7.142857142857143016e-01,7.954974181727484606e+00
8.163265306122449161e-01,9.431068694250965834e+00
9.183673469387755306e-01,9.117177122572128312e+00
1.020408163265306145e+00,1.028788096513843264e+01
1.122448979591836871e+00,9.431651742733896171e+00
1.224489795918367374e+00,9.411497081404007758e+00
1.326530612244897878e+00,1.141420357046946243e+01
1.428571428571428603e+00,1.632671289504110845e+01
1.530612244897959329e+00,1.214580435355662047e+01
1.632653061224489832e+00,1.287557376724477010e+01
1.734693877551020336e+00,1.382333030745650859e+01
1.836734693877551061e+00,1.496699172272050227e+01
1.938775510204081787e+00,1.681114073903142625e+01
2.040816326530612290e+00,1.878182476640832022e+01
2.142857142857142794e+00,2.150519179857625574e+01
2.244897959183673741e+00,2.039358452214681350e+01
2.346938775510204245e+00,2.291692288728811633e+01
2.448979591836734748e+00,2.451181960514995239e+01
2.551020408163265252e+00,2.890421092209229315e+01
2.653061224489795755e+00,2.439018709179242350e+01
2.755102040816326703e+00,3.178574685005287748e+01
2.857142857142857206e+00,2.979809741943580192e+01
2.959183673469387710e+00,2.940575866815304806e+01
3.061224489795918657e+00,3.901990063237615658e+01
3.163265306122449161e+00,3.618734243848679455e+01
3.265306122448979664e+00,4.428330974679830234e+01
3.367346938775510168e+00,4.734179995079323788e+01
3.469387755102040671e+00,4.866293214566101000e+01
3.571428571428571619e+00,5.581469048840901337e+01
3.673469387755102122e+00,4.679844129547506526e+01
3.775510204081632626e+00,5.811289250883513091e+01
3.877551020408163573e+00,5.443862506586312833e+01
3.979591836734694077e+00,7.642923641794538980e+01
4.081632653061224580e+00,6.542367598274525164e+01
4.183673469387755084e+00,7.719427931792759523e+01
4.285714285714285587e+00,9.089885355405920109e+01
4.387755102040816091e+00,8.419003664595878433e+01
4.489795918367347483e+00,8.580791730223675984e+01
4.591836734693877986e+00,9.299694584129365182e+01
4.693877551020408490e+00,9.225218260702011719e+01
4.795918367346938993e+00,9.674830453095795235e+01
4.897959183673469497e+00,1.155872350391850745e+02
5.000000000000000000e+00,1.182428258257030791e+02
